participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,p,,,,,,,,,2,0,4,1,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.346,0,0,0,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.828,0,1,1,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,0.943,0,2,2,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.446,1,0,3,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.8,1,1,4,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.038,1,2,5,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.096,2,0,6,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.91,2,1,7,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.125,2,2,8,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.833,3,0,9,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,0.948,3,1,10,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.713,3,2,11,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,m,,,,,,,,,2,1,5,0,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.646,0,0,0,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.907,0,1,1,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.117,0,2,2,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.516,1,0,3,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.716,1,1,4,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.042,1,2,5,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.949,2,0,6,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,up,0,1.46,2,1,7,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.367,2,2,8,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.891,3,0,9,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.5,3,1,10,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.909,3,2,11,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,m,,,,,,,,,3,0,6,0,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.619,0,0,0,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.371,0,1,1,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,0.93,0,2,2,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.403,1,0,3,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,0.882,1,1,4,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.264,1,2,5,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,0.901,2,0,6,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.245,2,1,7,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,0.931,2,2,8,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.4,3,0,9,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.034,3,1,10,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.349,3,2,11,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,p,,,,,,,,,3,1,7,1,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.174,0,0,0,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,2.093,0,1,1,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.504,0,2,2,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,2.381,1,0,3,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.02,1,1,4,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.888,1,2,5,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.283,2,0,6,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.057,2,1,7,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.025,2,2,8,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,2.496,3,0,9,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,left,0,0.706,3,1,10,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.131,3,2,11,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,m,,,,,,,,,4,0,8,0,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,0.862,0,0,0,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,0.932,0,1,1,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.397,0,2,2,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,up,0,1.016,1,0,3,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,0.969,1,1,4,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.054,1,2,5,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.984,2,0,6,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,right,0,0.783,2,1,7,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,0.935,2,2,8,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,0.988,3,0,9,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,0.969,3,1,10,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.101,3,2,11,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,p,,,,,,,,,4,1,9,1,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.274,0,0,0,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,0.818,0,1,1,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.331,0,2,2,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,0.916,1,0,3,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.257,1,1,4,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,1.867,1,2,5,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.026,2,0,6,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,right,1,0.949,2,1,7,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,1.05,2,2,8,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,m,left,0,1.605,3,0,9,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,m,up,1,0.923,3,1,10,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,m,left,1,1.22,3,2,11,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,m,,,,,,,,,5,0,10,0,1
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.023,0,0,0,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.119,0,1,1,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,0.703,0,2,2,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.009,1,0,3,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,0.934,1,1,4,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.762,1,2,5,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,1.666,2,0,6,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.323,2,1,7,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,1.218,2,2,8,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,left,,,,,,,,,feature,,,,,,p,left,1,1.261,3,0,9,0,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,up,,,,,,,,,neither,,,,,,p,up,1,2.08,3,1,10,2,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,right,,,,,,,,,spatial,,,,,,p,right,1,0.923,3,2,11,1,1,,,,,
5c9cd29f8058d10001ca7a96,04-05-2023_20h44.51.765,supdoc_online,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,p,,,,,,,,,5,1,11,1,1
