X Scale,Y Scale,catch_pTarget,catch_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,diff_pTarget,diff_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,same_target,same_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,catch_target,catch_probe,diff_target,diff_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,s,1,1.0451,,,,,,53,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,0,9,9,17,1,,,,,
,,,,0,d,1,0.6477,,,,,,47,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0009_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,0,10,10,11,1,,,,,
,,,,0,d,1,0.6612,,,,,,38,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0009_1100.jpg,0,11,11,2,1,,,,,
,,,,0,d,1,0.5394,,,,,,71,catch_target,catch_probe,d,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0046_1100.jpg,,,0,12,12,35,1,,,,,
,,,,0,d,1,0.9536,,,,,,49,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,0,13,13,13,1,,,,,
,,,,0,d,1,0.7038,,,,,,36,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CM0039_3300.jpg,0,14,14,0,1,,,,,
,,,,0,d,1,0.612,,,,,,70,catch_target,catch_probe,d,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,0,15,15,34,1,,,,,
,,,,0,s,1,1.1196,,,,,,55,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,,,0,16,16,19,1,,,,,
,,,,0,s,1,0.5349,,,,,,57,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,,,0,17,17,21,1,,,,,
,,,,0,s,1,0.7501,,,,,,69,catch_target,catch_probe,s,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,0,18,18,33,1,,,,,
,,,,0,s,0,1.1295,,,,,,40,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,0,19,19,4,1,,,,,
,,,,0,s,1,0.4418,,,,,,56,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,,,,,,,,,,0,20,20,20,1,,,,,
,,,,0,d,1,0.6742,,,,,,39,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,0,21,21,3,1,,,,,
,,,,0,d,1,0.7552,,,,,,45,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,0,22,22,9,1,,,,,
,,,,0,d,1,0.7041,,,,,,50,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,0,23,23,14,1,,,,,
,,,,0,d,1,0.5945,,,,,,51,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,0,24,24,15,1,,,,,
,,,,0,s,1,0.9712,,,,,,58,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,,,0,25,25,22,1,,,,,
,,,,0,s,1,0.998,,,,,,66,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,,,0,26,26,30,1,,,,,
,,,,0,d,0,0.5129,,,,,,63,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,,,,,,,,,,0,27,27,27,1,,,,,
,,,,0,s,1,0.8506,,,,,,64,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,,,0,28,28,28,1,,,,,
,,,,0,d,1,0.5516,,,,,,41,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,29,29,5,1,,,,,
,,,,0,d,1,0.6109,,,,,,42,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,0,30,30,6,1,,,,,
,,,,0,s,0,0.4845,,,,,,43,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,0,31,31,7,1,,,,,
,,,,0,s,1,0.8201,,,,,,68,catch_target,catch_probe,s,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,0,32,32,32,1,,,,,
,,,,0,d,1,0.7345,,,,,,44,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,0,33,33,8,1,,,,,
,,,,0,s,1,0.7146,,,,,,61,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,,,,,,,,0,34,34,25,1,,,,,
,,,,0,s,1,0.7801,,,,,,59,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,0,35,35,23,1,,,,,
,,,,0,d,1,0.6562,,,,,,79,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,0,0,0,7,1
,,,,0,s,1,0.4222,,,,,,99,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,,,,,,0,1,1,27,1
,,,,0,d,1,0.7479,,,,,,72,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CM0024_3100.jpg,,,,,,0,2,2,0,1
,,,,0,s,0,1.1007,,,,,,74,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,0,3,3,2,1
,,,,0,s,0,1.3192,,,,,,83,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CM0008_1100.jpg,,,,,,0,4,4,11,1
,,,,0,s,1,0.9371,,,,,,91,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CM0024_3100.jpg,,,,,,,,,,,,,,,0,5,5,19,1
,,,,0,s,1,1.0198,,,,,,98,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,,,,,,,,,,0,6,6,26,1
,,,,0,d,1,0.6799,,,,,,78,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,0,7,7,6,1
,,,,0,d,0,0.4114,,,,,,101,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,,,,,,,,,,,,,,,0,8,8,29,1
,,,,0,s,1,0.7721,,,,,,104,catch_target,catch_probe,s,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,0,9,9,32,1
,,,,0,d,1,0.6261,,,,,,82,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,0,10,10,10,1
,,,,0,d,1,0.6568,,,,,,87,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,0,11,11,15,1
,,,,0,s,1,0.9531,,,,,,95,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,,,,,,0,12,12,23,1
,,,,0,s,1,0.7733,,,,,,94,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,,,,,,,,0,13,13,22,1
,,,,0,s,1,0.7537,,,,,,96,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,,,,,,,,,,0,14,14,24,1
,,,,0,d,1,0.6235,,,,,,81,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,0,15,15,9,1
,,,,0,d,1,0.5262,,,,,,84,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CF0040_1110.jpg,,,,,,0,16,16,12,1
,,,,0,d,1,0.8143,,,,,,76,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,0,17,17,4,1
,,,,0,d,0,0.7217,,,,,,97,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,,,,,,,,,,0,18,18,25,1
,,,,0,s,1,0.5753,,,,,,105,catch_target,catch_probe,s,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,,,0,19,19,33,1
,,,,0,d,1,0.674,,,,,,80,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,0,20,20,8,1
,,,,0,s,1,0.5822,,,,,,103,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0040_1110.jpg,,,,,,,,,,,,,,,0,21,21,31,1
,,,,0,d,1,0.5671,,,,,,73,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,0,22,22,1,1
,,,,0,s,1,0.4872,,,,,,93,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,,,,,,0,23,23,21,1
,,,,0,s,1,0.8541,,,,,,88,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,,,,,,,,,,0,24,24,16,1
,,,,0,s,0,0.8904,,,,,,75,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,,,,,,0,25,25,3,1
,,,,0,s,1,0.6361,,,,,,92,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,,,,,,,,,,0,26,26,20,1
,,,,0,s,1,0.7734,,,,,,90,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,,,,,,,,,,,,,,,0,27,27,18,1
,,,,0,s,1,0.4429,,,,,,100,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,,,,,,,,,,0,28,28,28,1
,,,,0,d,1,0.4339,,,,,,86,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,0,29,29,14,1
,,,,0,s,1,0.6843,,,,,,102,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,,,,,,0,30,30,30,1
,,,,0,d,1,0.734,,,,,,107,catch_target,catch_probe,d,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,0,31,31,35,1
,,,,0,d,1,0.6305,,,,,,77,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,0,32,32,5,1
,,,,0,d,1,0.6498,,,,,,106,catch_target,catch_probe,d,c,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,0,33,33,34,1
,,,,0,s,1,0.8179,,,,,,89,same_face,same_face,s,s,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,,,,,,,,,,0,34,34,17,1
,,,,0,d,1,0.5611,,,,,,85,rand_face,rand_face,d,d,BI,,1,0.05,0.05,2023-06-28_15h29.01.736,02_face_task,2020.2.4,Win32,60,1664,1110,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,0,35,35,13,1
