X Scale,Y Scale,catch_pTarget,catch_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,diff_pTarget,diff_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,same_target,same_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,diff_target,diff_probe,catch_target,catch_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,d,1,0.7153,,,,,,46,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,0,9,9,10,1,,,,,
,,,,0,s,1,1.3675,,,,,,57,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CF0020_1100.jpg,,,,,,,,,,0,10,10,21,1,,,,,
,,,,0,s,0,1.1129,,,,,,41,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0026_1110.jpg,,,0,11,11,5,1,,,,,
,,,,0,s,1,0.7714,,,,,,61,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,,,,,,,,0,12,12,25,1,,,,,
,,,,0,s,1,0.685,,,,,,58,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,,,,,0,13,13,22,1,,,,,
,,,,0,s,1,0.852,,,,,,65,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CF0026_1110.jpg,,,,,,,,,,0,14,14,29,1,,,,,
,,,,0,d,1,0.8017,,,,,,50,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,0,15,15,14,1,,,,,
,,,,0,d,1,0.7285,,,,,,36,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,0,16,16,0,1,,,,,
,,,,0,d,1,1.2191,,,,,,48,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,0,17,17,12,1,,,,,
,,,,0,s,1,0.4854,,,,,,68,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,0,18,18,32,1,,,,,
,,,,0,d,1,1.1075,,,,,,37,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CM0029_2200.jpg,,,0,19,19,1,1,,,,,
,,,,0,s,1,0.5837,,,,,,63,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,0,20,20,27,1,,,,,
,,,,0,s,1,0.6185,,,,,,55,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,,,0,21,21,19,1,,,,,
,,,,0,s,1,0.6561,,,,,,59,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,,,,,,,,0,22,22,23,1,,,,,
,,,,0,d,1,1.0691,,,,,,38,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CF0013_1110.jpg,,,0,23,23,2,1,,,,,
,,,,0,s,1,0.534,,,,,,62,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,0,24,24,26,1,,,,,
,,,,0,d,1,0.5672,,,,,,47,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CM0039_3300.jpg,,,0,25,25,11,1,,,,,
,,,,0,d,1,0.7147,,,,,,71,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,0,26,26,35,1,,,,,
,,,,0,s,1,0.7104,,,,,,69,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,27,27,33,1,,,,,
,,,,0,s,0,1.0267,,,,,,39,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,0,28,28,3,1,,,,,
,,,,0,s,1,0.7481,,,,,,54,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,,,,,0,29,29,18,1,,,,,
,,,,0,s,1,0.6935,,,,,,66,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,0,30,30,30,1,,,,,
,,,,0,s,0,0.5571,,,,,,40,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,0,31,31,4,1,,,,,
,,,,0,d,1,1.0086,,,,,,42,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0009_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,0,32,32,6,1,,,,,
,,,,0,s,1,0.6007,,,,,,60,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,,,,,0,33,33,24,1,,,,,
,,,,0,s,1,0.5539,,,,,,67,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,,,,,0,34,34,31,1,,,,,
,,,,0,s,1,0.5565,,,,,,64,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,,,,,,,,0,35,35,28,1,,,,,
,,,,0,d,1,0.5736,,,,,,84,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,0,0,0,12,1
,,,,0,d,1,0.5948,,,,,,82,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,0,1,1,10,1
,,,,0,s,1,0.553,,,,,,101,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,,,,,,,,0,2,2,29,1
,,,,0,s,1,0.4929,,,,,,98,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,,,,,,,,0,3,3,26,1
,,,,0,s,0,0.9946,,,,,,81,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,0,4,4,9,1
,,,,0,s,1,0.5502,,,,,,96,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,,,,,,0,5,5,24,1
,,,,0,s,1,0.4646,,,,,,92,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,,,,,,,,0,6,6,20,1
,,,,0,d,1,0.7483,,,,,,74,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,0,7,7,2,1
,,,,0,d,1,1.1867,,,,,,80,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,0,8,8,8,1
,,,,0,s,1,0.7311,,,,,,94,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,,,,,,,,0,9,9,22,1
,,,,0,d,1,1.0811,,,,,,106,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,0,10,10,34,1
,,,,0,d,1,0.6178,,,,,,77,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,0,11,11,5,1
,,,,0,d,1,0.6609,,,,,,72,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CF0058_1100.jpg,,,,,,,,0,12,12,0,1
,,,,0,s,0,0.5063,,,,,,86,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,,,0,13,13,14,1
,,,,0,s,1,0.7171,,,,,,102,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,,,,,,,,0,14,14,30,1
,,,,0,d,1,0.9265,,,,,,87,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CM0024_3100.jpg,,,,,,,,0,15,15,15,1
,,,,0,s,1,0.6188,,,,,,97,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CF0058_1100.jpg,,,,,,,,,,,,,,,0,16,16,25,1
,,,,0,s,1,0.5293,,,,,,89,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,,,,,,,,,,0,17,17,17,1
,,,,0,s,0,0.667,,,,,,75,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0009_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,,,0,18,18,3,1
,,,,0,s,1,0.4916,,,,,,91,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CM0024_3100.jpg,,,,,,,,,,,,,,,0,19,19,19,1
,,,,0,d,1,0.603,,,,,,76,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CM0029_1100.jpg,,,,,,,,0,20,20,4,1
,,,,0,s,0,0.5367,,,,,,107,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,0,21,21,35,1
,,,,0,s,1,0.6262,,,,,,88,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,,,,,,,,,,0,22,22,16,1
,,,,0,s,0,1.0479,,,,,,83,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,0,23,23,11,1
,,,,0,s,1,0.4882,,,,,,103,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CM0029_1100.jpg,,,,,,,,,,,,,,,0,24,24,31,1
,,,,0,s,1,0.5473,,,,,,105,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,0,25,25,33,1
,,,,0,d,1,0.6979,,,,,,73,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CM0050_1100.jpg,,,,,,,,0,26,26,1,1
,,,,0,s,0,0.6265,,,,,,85,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,0,27,27,13,1
,,,,0,s,1,0.4745,,,,,,93,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,,,,,,,,0,28,28,21,1
,,,,0,s,1,0.4385,,,,,,99,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CM0050_1100.jpg,,,,,,,,,,,,,,,0,29,29,27,1
,,,,0,d,1,1.1681,,,,,,79,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CF0009_1100.jpg,,,,,,,,0,30,30,7,1
,,,,0,s,1,0.5722,,,,,,104,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,,,,,,0,31,31,32,1
,,,,0,s,1,0.9927,,,,,,95,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,,,,,,,,0,32,32,23,1
,,,,0,s,1,0.7266,,,,,,90,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0009_1100.jpg,Stimuli/Faces/CF0009_1100.jpg,,,,,,,,,,,,,,,0,33,33,18,1
,,,,0,s,1,0.4229,,,,,,100,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0040_1110.jpg,,,,,,,,,,,,,,,0,34,34,28,1
,,,,0,d,1,0.6892,,,,,,78,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CF0040_1110.jpg,,,,,,,,0,35,35,6,1
