X Scale,Y Scale,catch_pTarget,catch_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,diff_pTarget,diff_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,diff_target,diff_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,same_target,same_probe,catch_target,catch_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,s,1,0.6819,,,,,,56,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0040_1110.jpg,,,0,9,9,20,1,,,,,
,,,,0,s,1,0.7695,,,,,,57,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,0,10,10,21,1,,,,,
,,,,0,d,1,0.6708,,,,,,48,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,0,11,11,12,1,,,,,
,,,,0,s,0,1.1311,,,,,,43,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,,,,,0,12,12,7,1,,,,,
,,,,0,s,1,0.6529,,,,,,59,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CM0024_3100.jpg,,,0,13,13,23,1,,,,,
,,,,0,d,1,0.554,,,,,,46,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,0,14,14,10,1,,,,,
,,,,0,d,1,0.7294,,,,,,50,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,,,0,15,15,14,1,,,,,
,,,,0,d,1,0.8611,,,,,,40,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,,,,,,,,0,16,16,4,1,,,,,
,,,,0,s,1,0.4687,,,,,,55,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0012_3320.jpg,,,0,17,17,19,1,,,,,
,,,,0,d,1,1.0015,,,,,,45,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,,,,,,,,,,0,18,18,9,1,,,,,
,,,,0,s,1,0.6828,,,,,,58,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,0,19,19,22,1,,,,,
,,,,0,s,1,0.9292,,,,,,54,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,0,20,20,18,1,,,,,
,,,,0,s,1,0.4642,,,,,,63,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,0,21,21,27,1,,,,,
,,,,0,s,1,0.4718,,,,,,66,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,0,22,22,30,1,,,,,
,,,,0,s,1,0.7821,,,,,,62,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,0,23,23,26,1,,,,,
,,,,0,s,1,0.784,,,,,,52,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,,,0,24,24,16,1,,,,,
,,,,0,d,1,0.8192,,,,,,41,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,,,0,25,25,5,1,,,,,
,,,,0,s,1,0.6173,,,,,,60,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,0,26,26,24,1,,,,,
,,,,0,s,1,0.4683,,,,,,67,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,0,27,27,31,1,,,,,
,,,,0,s,1,0.7015,,,,,,69,catch_target,catch_probe,s,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,0,28,28,33,1,,,,,
,,,,0,s,1,0.5174,,,,,,53,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,,,0,29,29,17,1,,,,,
,,,,0,s,0,0.9158,,,,,,51,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,,,,,,,,0,30,30,15,1,,,,,
,,,,0,s,1,0.7331,,,,,,61,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,0,31,31,25,1,,,,,
,,,,0,s,1,0.4824,,,,,,68,catch_target,catch_probe,s,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,0,32,32,32,1,,,,,
,,,,0,d,1,0.645,,,,,,49,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0010_1100.jpg,,,,,,,,,,0,33,33,13,1,,,,,
,,,,0,d,1,1.2722,,,,,,71,catch_target,catch_probe,d,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,0,34,34,35,1,,,,,
,,,,0,d,1,0.559,,,,,,47,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,,,0,35,35,11,1,,,,,
,,,,0,d,1,0.7889,,,,,,79,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,,,,,,,,,,0,0,0,7,1
,,,,0,s,1,0.5991,,,,,,96,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,,,,,,,,0,1,1,24,1
,,,,0,s,0,0.5328,,,,,,106,catch_target,catch_probe,d,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,0,2,2,34,1
,,,,0,s,1,0.6815,,,,,,97,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,0,3,3,25,1
,,,,0,d,1,0.7591,,,,,,107,catch_target,catch_probe,d,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,,,,,,0,4,4,35,1
,,,,0,s,1,0.6003,,,,,,89,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,,,,,,0,5,5,17,1
,,,,0,d,1,0.9567,,,,,,85,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,,,,,,,,0,6,6,13,1
,,,,0,d,1,0.6736,,,,,,72,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,,,,,,,,,,,,,0,7,7,0,1
,,,,0,d,1,0.8422,,,,,,84,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,,,,,,,,0,8,8,12,1
,,,,0,d,1,0.9902,,,,,,82,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,,,,,,,,,,,,,0,9,9,10,1
,,,,0,s,1,0.8152,,,,,,100,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,0,10,10,28,1
,,,,0,s,1,0.5996,,,,,,103,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,,,,,,0,11,11,31,1
,,,,0,s,1,0.4223,,,,,,88,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,0,12,12,16,1
,,,,0,s,1,0.467,,,,,,92,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,0,13,13,20,1
,,,,0,d,1,1.0407,,,,,,83,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,,,,,,,,0,14,14,11,1
,,,,0,s,1,0.7282,,,,,,104,catch_target,catch_probe,s,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,0,15,15,32,1
,,,,0,s,1,1.4014,,,,,,93,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,0,16,16,21,1
,,,,0,d,1,0.6746,,,,,,77,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,,,,,,,,0,17,17,5,1
,,,,0,d,1,0.7722,,,,,,86,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,,,,,,0,18,18,14,1
,,,,0,s,1,0.5481,,,,,,94,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,0,19,19,22,1
,,,,0,d,1,0.713,,,,,,81,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,,,,,,,,0,20,20,9,1
,,,,0,d,1,0.6387,,,,,,76,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0034_1100.jpg,,,,,,,,,,,,,,,0,21,21,4,1
,,,,0,s,1,0.5818,,,,,,98,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0034_1100.jpg,,,,,,,,0,22,22,26,1
,,,,0,s,1,0.6194,,,,,,91,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,0,23,23,19,1
,,,,0,d,1,0.7414,,,,,,73,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,,,,,,,,0,24,24,1,1
,,,,0,d,1,0.6804,,,,,,80,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,,,,,,,,,,,,,,,0,25,25,8,1
,,,,0,d,1,0.8384,,,,,,87,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CM0047_1100.jpg,,,,,,,,,,,,,,,0,26,26,15,1
,,,,0,d,1,0.733,,,,,,75,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,,,,,,,,0,27,27,3,1
,,,,0,s,1,0.7564,,,,,,90,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,,,,,,,,0,28,28,18,1
,,,,0,s,1,0.4709,,,,,,99,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,,,,,,,,0,29,29,27,1
,,,,0,s,1,0.8726,,,,,,101,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,0,30,30,29,1
,,,,0,s,0,0.5217,,,,,,74,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,,,,,,,,0,31,31,2,1
,,,,0,s,1,0.4828,,,,,,102,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,0,32,32,30,1
,,,,0,s,1,1.0121,,,,,,105,catch_target,catch_probe,s,c,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,0,33,33,33,1
,,,,0,d,1,0.6295,,,,,,78,rand_face,rand_face,d,d,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,,,,,,0,34,34,6,1
,,,,0,s,1,0.7749,,,,,,95,same_face,same_face,s,s,XC,,1,0.05,0.05,2023-06-09_14h06.35.114,02_face_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,0,35,35,23,1
